19,3,4,0,58,0,4,9,139,4,4,5,26,11,4,0,11,14,4,5
91,0,4,0,92,3,4,9,39,2,4,5,127,4,4,0,3,14,4,5
22,13,4,0,35,3,4,9,133,2,4,5,64,0,4,0,3,14,4,5
22,13,4,0,57,3,4,9,39,2,4,5,127,4,4,0,113,14,4,5
43,2,4,0,132,9,4,9,140,4,4,5,106,9,4,0,86,14,4,5
15,0,4,0,35,5,4,9,138,7,4,0,26,11,4,0,108,10,4,5
100,7,4,0,115,0,4,9,139,7,4,5,64,0,4,0,86,4,4,5
31,11,4,0,103,5,4,9,51,7,4,0,64,0,4,0,71,8,4,5
19,2,4,0,35,3,4,9,95,9,4,0,64,0,4,0,74,7,4,5
85,7,4,0,79,1,4,9,30,14,4,0,26,11,4,8,74,10,4,5
15,0,4,0,79,1,4,9,82,7,4,7,26,11,4,0,108,10,4,5
0,2,4,0,35,3,4,9,127,4,4,0,26,11,4,0,88,12,4,8
22,13,4,0,35,3,4,9,19,2,4,6,47,3,4,0,139,7,4,5
15,0,4,0,35,3,4,9,65,7,4,5,95,9,4,0,86,14,4,5
122,1,4,1,78,4,4,9,66,8,4,7,47,0,4,0,3,14,4,5
127,4,4,0,115,0,4,9,110,4,4,5,64,0,4,0,74,7,4,7
110,4,4,0,43,0,4,9,82,7,4,7,127,4,4,0,3,14,4,5
15,2,4,0,61,4,4,9,68,7,4,0,137,8,4,0,62,14,4,5
69,13,4,0,35,4,4,9,95,9,4,0,7,1,4,0,140,4,4,5
15,0,4,0,81,5,4,9,60,4,4,5,12,8,4,7,86,14,4,5
106,9,4,0,58,0,4,9,60,4,4,5,64,0,4,0,34,14,4,5
83,13,4,0,90,4,4,9,16,9,4,8,66,7,4,0,12,8,4,5
31,11,4,0,43,0,4,9,0,16,4,5,95,9,4,0,140,8,4,5
22,13,4,0,115,0,4,9,124,8,4,8,133,2,4,0,13,15,4,5
69,13,4,0,40,15,4,9,127,5,4,5,47,0,4,0,3,14,4,5
28,13,4,0,79,1,4,9,133,2,4,5,47,0,4,0,138,15,4,1
0,8,4,0,79,1,4,9,30,14,4,0,95,9,4,7,74,7,4,5
22,13,4,0,56,9,4,9,60,4,4,5,45,16,4,2,105,7,4,7
87,3,4,0,99,0,4,9,95,9,4,8,130,0,4,0,88,7,4,5
19,9,4,0,109,4,4,9,51,8,4,0,21,2,4,0,12,8,4,5
22,13,4,0,87,4,4,9,139,4,4,5,39,2,4,0,86,14,4,5
15,0,4,0,35,3,4,9,39,2,4,5,21,2,4,7,41,7,4,5
116,2,4,0,130,3,4,9,88,15,4,5,137,8,4,0,74,7,4,5
22,13,4,0,109,4,4,9,65,7,4,5,106,9,4,0,86,14,4,5
15,0,4,0,115,0,4,9,126,7,4,5,133,2,4,0,140,8,4,5
43,2,4,0,56,9,4,9,136,4,4,5,12,8,4,7,86,14,4,5
116,2,4,5,24,4,4,9,72,4,4,5,130,1,4,0,88,7,4,5
15,0,4,0,57,0,4,9,1,4,4,5,64,0,4,0,86,14,4,5
120,7,4,0,57,0,4,9,133,2,4,5,106,9,4,0,88,15,4,5
91,2,4,0,42,4,4,9,139,4,4,8,45,16,4,0,3,14,4,5
72,4,4,0,57,0,4,9,60,4,4,5,14,3,4,0,27,14,4,5
94,7,4,0,56,9,4,9,60,4,4,5,64,0,4,7,13,15,4,5
43,2,4,0,96,14,4,9,19,2,4,5,0,8,4,5,88,7,4,5
100,8,4,0,99,0,4,9,60,4,4,5,46,3,4,7,13,15,4,1
34,8,4,0,57,0,4,9,139,4,4,5,39,2,4,0,27,14,4,5
58,2,4,0,92,3,4,9,1,4,4,8,74,9,4,0,140,8,4,5
0,8,4,0,56,9,4,9,39,2,4,5,106,9,4,0,86,14,4,5
70,2,4,0,56,9,4,9,106,9,4,0,64,0,4,0,13,15,4,5
55,7,4,0,57,0,4,9,19,9,4,0,21,2,4,7,41,7,4,5
19,2,4,0,132,9,4,9,117,5,4,5,64,0,4,0,13,15,4,5
87,4,4,5,78,4,4,9,117,8,4,5,64,0,4,0,74,7,4,5
87,4,4,5,42,4,4,9,60,4,4,5,106,9,4,0,140,8,4,5
