TOPchampId,TOPkeyRune,TOPspell1,TOPspell2,JNGchampId,JNGkeyRune,JNGspell1,JNGspell2,MIDchampId,MIDkeyRune,MIDspell1,MIDspell2,ADCchampId,ADCkeyRune,ADCspell1,ADCspell2,SUPchampId,SUPkeyRune,SUPspell1,SUPspell2
22,13,4,0,35,2,4,9,29,4,4,5,95,9,4,0,12,7,4,5
31,11,4,0,35,3,4,9,133,2,4,1,73,15,4,1,88,15,4,5
120,11,4,0,79,1,4,9,136,4,4,5,114,0,4,0,74,7,4,5
19,2,4,0,57,0,4,9,29,4,4,5,122,0,4,0,3,15,4,5
0,8,4,0,57,0,4,9,136,4,4,5,87,4,4,7,75,7,4,5
86,12,1,5,61,4,4,9,50,7,4,0,106,9,4,0,105,7,4,7
86,12,1,5,57,0,4,9,110,4,4,9,118,16,4,7,113,14,4,5
86,12,1,5,129,0,4,9,29,4,4,0,55,0,4,0,74,7,4,5
86,12,1,5,129,0,4,9,139,4,4,8,64,0,4,7,105,7,4,2
17,13,4,0,129,0,4,9,14,3,4,7,86,12,1,5,75,7,4,5
86,12,1,5,129,0,4,9,68,7,4,0,46,3,4,7,75,7,4,5
19,2,4,6,81,5,4,9,117,13,4,8,64,0,4,7,12,7,4,5
22,13,4,0,90,6,4,9,23,4,4,0,47,3,4,7,105,7,4,2
58,2,4,0,89,14,4,9,109,7,4,1,130,1,4,7,88,7,4,5
134,13,4,0,61,4,4,9,117,8,4,5,21,2,4,7,105,7,4,2
19,2,4,0,57,0,4,9,117,8,4,5,26,11,4,0,74,7,4,5
85,13,4,0,61,4,4,9,68,7,4,0,26,11,4,7,113,14,4,5
58,2,4,0,109,4,4,9,117,8,4,0,122,0,4,7,75,7,4,1
106,7,4,0,54,4,4,9,68,7,4,0,45,3,4,0,74,7,4,5
22,13,4,0,79,1,4,9,60,4,4,5,130,3,4,7,113,14,4,5
120,11,4,0,129,0,4,9,137,7,4,5,48,1,4,7,74,7,4,5
86,12,1,5,15,0,4,9,49,7,4,0,39,2,4,0,74,7,4,5
39,2,4,0,54,4,4,9,109,7,4,8,46,3,4,7,105,7,4,2
0,2,4,0,79,1,4,9,127,5,4,0,87,3,4,7,86,12,1,5
86,12,1,5,56,9,4,9,68,7,4,0,95,9,4,0,27,7,4,5
120,0,4,0,40,7,4,9,60,4,4,5,64,0,4,0,140,8,4,5
44,7,4,0,54,4,4,9,23,4,4,0,26,11,4,0,105,7,4,7
19,2,4,6,109,4,4,9,23,4,4,0,64,0,4,7,86,14,4,5
120,8,4,0,90,4,4,9,110,4,4,5,137,8,4,0,140,8,4,5
93,4,4,0,119,1,4,9,117,13,4,5,48,1,4,7,11,12,4,5
91,2,4,0,132,9,4,9,133,3,4,5,45,7,4,7,27,14,4,5
85,13,4,0,61,4,4,9,70,0,4,5,106,9,4,0,86,14,4,5
83,13,4,0,61,4,4,9,110,4,4,5,64,0,4,7,13,15,4,5
91,2,4,0,57,0,4,9,82,7,4,7,122,3,4,7,86,4,4,5
100,7,4,5,119,1,4,9,133,3,4,5,71,6,4,7,88,7,4,5
22,13,4,0,15,0,4,9,110,4,4,5,64,0,4,7,88,4,4,5
85,7,4,0,61,4,4,9,130,3,4,5,47,0,4,7,139,7,4,5
28,2,4,0,42,4,4,9,51,7,4,0,47,0,4,0,3,14,4,5
0,8,4,0,57,0,4,9,68,7,4,0,64,0,4,7,86,14,4,5
39,2,4,0,35,3,4,9,109,7,4,5,45,3,4,7,104,7,4,5
43,2,4,0,24,4,4,9,86,12,1,5,47,3,4,7,138,7,4,5
94,7,4,0,35,4,4,9,91,2,4,5,64,0,4,7,65,7,4,7
17,13,4,0,92,3,4,9,95,9,4,0,26,11,4,0,65,7,4,7
15,13,4,0,90,4,4,9,63,4,4,0,130,3,4,7,74,7,4,1
43,0,4,0,35,3,4,9,73,4,4,5,106,9,4,1,3,14,4,5
91,2,4,0,79,1,4,9,68,7,4,0,106,9,4,0,12,8,4,5
93,2,4,0,132,9,4,9,133,2,4,2,106,9,4,0,105,7,4,7
37,7,4,0,92,3,4,9,109,7,4,8,64,0,4,0,88,15,4,5
17,13,4,0,134,2,4,9,2,4,4,5,106,9,4,0,140,8,4,5
0,8,4,0,132,9,4,9,20,9,4,0,71,7,4,7,3,14,4,5
0,2,4,0,109,7,4,9,51,7,4,0,114,0,4,0,3,14,4,5
83,13,4,0,97,6,5,9,117,8,4,8,64,0,4,7,138,7,4,5
43,2,4,0,61,4,4,9,95,9,4,1,130,0,4,7,88,15,4,5
94,8,4,0,78,4,4,9,136,4,4,5,26,11,4,7,10,8,4,5
31,11,4,0,132,9,4,9,91,0,4,5,64,0,4,7,88,7,4,5
100,7,0,6,79,1,4,9,117,8,4,0,47,3,4,7,105,7,4,2
94,8,4,0,61,4,4,9,137,7,4,5,45,3,4,7,3,14,4,5
43,2,4,0,90,16,4,9,86,14,4,5,87,3,4,7,3,14,4,5
83,13,4,0,109,4,4,9,20,7,4,0,45,3,4,7,12,8,4,5
93,7,4,0,115,0,4,9,124,8,4,0,64,0,4,0,3,14,4,5
85,13,4,0,42,4,4,9,137,8,4,5,47,3,4,0,112,7,4,5
28,2,4,0,79,1,4,9,30,8,4,0,64,0,4,7,86,14,4,5
31,13,4,0,56,4,4,9,139,7,4,8,127,4,4,0,105,8,4,7
0,13,4,0,132,9,4,9,95,9,4,0,64,0,4,7,105,7,4,2
15,2,4,0,79,1,4,9,38,11,4,0,26,11,4,0,74,7,4,5
0,2,4,0,135,14,4,9,18,3,4,7,64,0,4,7,74,7,4,5
0,2,4,0,119,0,4,9,68,7,4,0,47,3,4,7,3,14,4,5
19,2,4,0,96,14,4,9,20,9,4,0,0,2,4,0,88,7,4,5
28,13,4,0,90,4,4,9,138,7,4,5,64,0,4,7,113,15,4,5
33,7,4,0,79,1,4,9,1,4,4,5,45,3,4,7,124,8,4,5
44,7,4,0,57,16,4,9,60,4,4,5,21,2,4,7,3,15,4,5
19,2,4,6,78,4,4,9,127,4,4,5,122,0,4,7,3,14,4,5
32,2,4,0,42,4,4,9,1,7,4,5,106,9,4,0,104,7,4,5
22,13,4,0,119,0,4,9,68,12,4,0,87,4,4,7,75,7,4,1
120,0,4,0,42,4,4,9,16,9,4,7,64,0,4,7,3,14,4,5
31,11,4,0,35,6,4,9,6,4,4,5,87,4,4,7,12,8,4,5
116,2,4,5,57,0,4,9,29,4,4,5,71,2,4,0,77,14,4,5
31,11,4,0,79,1,4,9,127,5,4,6,45,3,4,7,3,14,4,5
61,2,4,0,57,0,4,9,51,8,4,5,127,4,4,5,74,7,4,1
0,13,4,0,35,3,4,9,60,4,4,5,45,3,4,7,62,14,4,5
32,13,4,0,35,3,4,9,16,9,4,7,45,3,4,7,85,14,4,5
100,7,4,0,57,16,4,9,117,8,4,5,133,2,4,1,88,7,4,5
53,0,4,0,34,4,4,9,29,4,4,0,87,3,4,7,105,7,4,2
87,3,4,5,42,4,4,9,51,8,4,0,26,11,4,0,86,14,4,5
19,2,4,0,109,9,4,9,82,7,4,8,26,11,4,7,12,8,4,5
22,13,4,0,54,4,4,9,68,7,4,0,47,3,4,0,74,7,4,5
120,8,4,0,0,5,4,9,50,7,4,1,47,0,4,0,74,7,4,5
34,13,4,0,42,4,4,9,51,7,4,0,47,3,4,7,62,14,4,5
83,13,4,0,35,3,4,9,2,4,4,0,21,2,4,7,104,7,4,5
83,13,4,0,35,3,4,9,133,2,4,5,95,9,4,0,88,7,4,5
87,0,4,0,42,4,4,9,60,4,4,5,45,3,4,7,86,14,4,5
19,2,4,0,35,3,4,9,139,4,4,5,45,3,4,0,108,15,4,1
19,2,4,6,135,14,4,9,139,7,4,5,64,0,4,7,13,15,4,5
28,2,4,0,15,0,4,9,139,4,4,5,87,3,4,7,74,7,4,5
87,9,4,5,61,4,4,9,136,4,4,5,106,9,4,0,88,7,4,5
22,13,4,0,132,9,4,9,133,2,4,5,71,8,4,7,104,7,4,1
67,8,4,0,35,3,4,9,95,9,4,0,118,0,4,7,27,14,4,1
100,7,4,0,35,3,4,9,68,7,4,0,87,3,4,7,105,7,4,5
92,4,4,5,24,4,4,9,110,4,4,9,64,0,4,7,41,7,4,1
97,4,5,9,31,11,4,0,29,4,4,0,26,11,4,0,49,7,4,5
69,13,4,0,61,4,4,9,133,2,4,5,106,9,4,0,62,15,4,5
100,7,4,0,56,9,4,9,133,2,4,5,106,9,4,0,11,14,4,5
91,2,4,0,119,0,4,9,32,13,4,5,26,11,4,0,65,7,4,7
2,4,4,0,57,0,4,9,106,9,4,0,46,1,4,7,74,7,4,1
58,2,4,0,42,4,4,9,106,9,4,8,5,8,4,0,41,15,4,1
101,13,4,0,61,4,4,9,106,7,4,0,124,8,4,7,77,14,4,5
22,13,4,0,34,4,4,9,60,4,4,5,74,8,4,7,104,7,4,5
100,7,4,0,15,0,4,9,139,4,4,5,47,3,4,7,111,15,4,1
73,9,4,0,109,4,4,9,95,9,4,5,46,3,4,7,113,14,4,5
22,13,4,0,78,4,4,9,68,7,4,0,64,0,4,7,86,14,4,5
22,13,4,0,70,2,4,9,109,7,4,7,47,3,4,7,62,14,4,1
38,11,4,0,24,4,4,9,110,4,4,5,26,11,4,0,27,7,4,5
94,8,4,0,92,4,4,9,117,8,4,5,45,8,4,7,11,14,4,5
19,2,4,6,93,4,4,9,17,13,4,0,95,9,4,0,65,7,4,5
100,7,4,0,25,4,4,9,117,8,4,5,64,0,4,7,3,14,4,5
19,2,4,6,35,3,4,9,117,8,4,5,71,6,4,7,3,14,4,5
120,0,4,0,57,0,4,9,60,4,4,5,26,11,4,0,86,14,4,5
2,4,4,0,132,9,4,9,133,2,4,1,46,3,4,7,65,7,4,1
76,13,4,0,79,1,4,9,31,13,4,0,45,3,4,7,140,8,4,5
38,11,4,0,79,4,4,9,117,8,4,5,46,3,4,7,88,7,4,5
0,13,4,0,135,14,4,9,79,1,4,0,133,2,4,1,111,15,4,5
85,13,4,0,61,4,4,9,136,4,4,5,21,2,4,7,74,7,4,5
43,2,4,0,96,14,4,9,136,4,4,5,47,3,4,7,74,7,4,5
22,13,4,0,43,0,4,9,79,1,4,0,47,3,4,7,111,15,4,5
32,13,4,0,57,0,4,9,138,7,4,0,46,3,4,7,108,10,4,5
38,11,4,0,79,4,4,9,133,2,4,5,45,3,4,7,88,15,4,5
15,8,4,0,79,1,4,9,20,9,4,0,21,2,4,7,75,7,4,5
67,13,4,0,35,3,4,9,29,4,4,0,46,3,4,7,74,7,4,5
28,2,4,0,132,9,4,9,5,8,4,0,7,3,4,7,27,7,4,5
39,2,4,0,132,9,4,9,60,4,4,5,64,0,4,7,74,7,4,5
133,2,4,0,132,9,4,9,12,8,4,5,130,3,4,7,88,7,4,5
120,8,4,0,119,0,4,9,1,4,4,5,64,0,4,7,11,14,4,5
43,2,4,0,96,14,4,9,110,4,4,5,122,0,4,7,105,7,4,2
15,0,4,0,132,9,4,9,110,4,4,5,21,2,4,0,75,7,4,7
22,13,4,0,115,0,4,9,110,4,4,5,45,3,4,7,11,14,4,5
33,3,4,0,43,1,4,9,139,8,4,7,47,3,4,7,104,7,4,5
19,2,4,6,79,1,4,9,50,7,4,1,73,15,4,1,104,7,4,5
43,2,4,0,109,4,4,9,136,4,4,5,46,3,4,7,27,7,4,5
28,2,4,0,25,4,4,9,117,8,4,5,87,14,4,7,27,7,4,5
38,2,4,0,61,4,4,9,29,4,4,5,127,5,4,0,74,7,4,5
38,2,4,0,79,1,4,9,133,2,4,8,45,3,4,7,74,7,4,5
0,2,4,0,70,0,4,9,60,4,4,5,106,9,4,0,74,7,4,5
22,13,4,0,109,4,4,9,82,7,4,2,106,9,4,0,10,4,4,5
58,2,4,5,43,2,4,9,60,4,4,5,21,2,4,7,74,7,4,5
43,2,4,0,61,4,4,9,82,7,4,8,64,0,4,7,42,4,4,5
31,11,4,0,89,14,4,9,117,13,4,1,26,11,4,7,88,7,4,5
93,2,4,0,118,0,4,9,79,1,4,5,134,2,4,0,10,4,4,5
38,11,4,0,34,14,4,9,110,4,4,5,47,0,4,7,74,7,4,5
63,4,4,0,125,4,4,9,60,4,4,5,122,0,4,7,11,14,4,5
127,7,4,0,42,4,4,9,106,7,4,0,133,2,4,5,3,14,4,5
0,2,4,0,56,4,4,9,5,8,4,0,26,11,4,0,27,13,4,5
15,0,4,0,132,0,4,9,136,4,4,5,87,0,4,7,3,14,4,5
106,7,4,0,36,5,6,9,127,7,4,5,102,5,4,7,49,7,4,5
106,7,4,0,70,1,4,9,110,4,4,5,53,1,4,7,75,7,4,5
0,2,4,0,99,0,5,9,6,8,4,8,127,4,4,0,75,7,4,5
15,0,4,0,36,5,6,9,95,9,4,0,37,8,4,0,105,7,4,2
33,13,4,0,132,9,4,9,68,7,4,0,47,3,4,0,3,14,4,0
83,13,4,0,79,1,4,9,123,8,4,0,21,2,4,7,75,7,4,5
93,2,4,0,97,6,5,9,84,7,4,5,71,2,4,0,27,8,4,5
58,2,4,0,61,4,4,9,127,9,4,5,133,2,4,5,41,7,4,5
22,13,4,0,86,4,4,9,60,4,4,5,26,11,4,0,3,14,4,5
133,2,4,0,15,0,4,9,126,7,4,5,37,7,4,0,105,7,4,2
28,2,4,0,25,4,4,9,95,9,4,0,26,11,4,0,41,7,4,7
94,8,4,0,135,14,4,9,82,7,4,2,45,8,4,7,140,8,4,5
120,8,4,0,25,4,4,9,63,7,4,0,37,7,4,7,66,8,4,2
37,7,4,0,92,3,4,9,65,7,4,0,26,11,4,0,105,7,4,7
0,13,4,0,79,4,4,9,139,7,4,5,64,0,4,7,75,7,4,5
28,2,4,5,35,3,4,9,27,7,4,0,64,0,4,7,140,8,4,5
6,4,4,5,25,4,4,9,0,4,4,5,14,3,4,7,27,14,4,5
22,13,4,0,78,4,4,9,15,8,4,5,106,9,4,0,86,15,4,5
87,9,4,5,100,7,4,9,29,4,4,0,106,9,4,0,86,15,4,5
28,2,4,0,4,14,4,9,39,2,4,0,71,6,4,7,62,14,4,5
15,0,4,0,54,6,4,9,110,4,4,5,139,4,4,5,13,15,4,7
134,2,4,0,35,3,4,9,17,8,4,5,106,9,4,0,140,8,4,1
19,2,4,0,20,4,4,9,110,4,4,5,47,3,4,0,75,7,4,5
91,2,4,0,35,6,4,9,126,7,4,6,102,3,4,7,74,7,4,5
19,2,4,6,61,4,4,9,137,8,4,0,21,6,4,7,74,7,4,5
32,13,4,0,85,6,4,9,110,4,4,5,106,9,4,0,3,14,4,5
22,13,4,0,57,0,4,9,68,7,4,0,47,0,4,7,12,8,4,5
91,0,4,0,15,0,4,9,68,12,4,2,14,3,4,7,3,14,4,5
0,2,4,0,61,4,4,9,136,4,4,5,45,3,4,7,74,7,4,5
28,2,4,0,43,0,4,9,2,4,4,5,26,11,4,7,13,15,4,5
0,4,4,0,116,2,4,9,63,8,4,0,121,1,4,7,74,7,4,5
28,2,4,0,23,4,4,9,52,4,4,5,26,11,4,7,74,7,4,5
55,9,4,0,79,1,4,9,23,4,4,0,26,11,4,0,74,7,4,5
56,4,4,0,36,5,6,9,124,8,4,0,46,3,4,7,75,7,4,5
134,2,4,0,61,4,4,9,51,13,4,0,7,8,4,7,85,14,4,5
58,2,4,0,25,4,4,9,30,14,4,0,26,11,4,0,65,7,4,1
22,13,4,0,79,1,4,9,136,4,4,5,26,11,4,7,3,14,4,5
94,8,4,0,84,4,4,9,136,4,4,5,26,11,4,7,11,14,4,5
28,2,4,0,115,0,4,9,106,9,4,0,45,3,4,7,140,8,4,1
32,13,4,0,70,2,4,9,109,7,4,2,64,0,4,7,10,4,4,5
116,2,4,0,54,4,4,9,53,1,4,0,46,3,4,7,41,8,4,1
134,13,4,0,57,0,4,9,117,13,4,5,118,0,4,7,3,15,4,5
58,2,4,0,35,6,4,9,110,4,4,5,122,3,4,7,11,14,4,5
38,11,4,0,98,16,4,9,133,2,4,5,127,4,4,7,74,7,4,5
58,2,4,0,132,2,4,9,136,4,4,5,47,3,4,7,10,4,4,5
44,7,4,0,35,3,4,9,68,7,4,0,64,0,4,7,88,7,4,5
22,13,4,0,132,0,4,9,110,4,4,9,114,0,4,7,124,8,4,5
33,0,4,0,125,4,4,9,29,4,4,5,122,0,4,7,3,14,4,5
68,7,4,0,89,14,4,9,95,9,4,0,37,7,4,0,12,7,4,5
92,3,4,0,56,9,4,9,139,4,4,5,45,3,4,7,3,14,4,5
22,13,4,0,70,1,4,9,133,2,4,5,87,4,4,7,75,7,4,5
22,13,4,0,43,0,4,9,136,4,4,5,130,1,4,7,74,7,4,5
120,8,4,0,72,4,4,9,139,4,4,5,130,1,4,7,105,7,4,2
15,8,4,0,0,4,4,9,52,4,4,5,45,3,4,7,140,4,4,5
19,2,4,0,135,14,4,9,126,9,4,1,71,2,4,7,140,4,4,5
28,13,4,0,72,4,4,9,139,4,4,5,122,3,4,7,49,7,4,5
58,2,4,0,35,6,4,9,117,8,4,5,37,7,4,0,75,7,4,7
22,13,4,0,103,5,4,9,55,4,4,5,87,0,4,7,140,4,4,5
120,0,4,0,84,6,4,9,110,4,4,5,133,2,4,1,88,4,4,5
31,11,4,0,109,4,4,9,117,8,4,5,47,0,4,7,138,8,4,0
127,5,4,0,42,4,4,9,51,4,4,0,64,0,4,7,74,7,4,5
19,2,4,0,35,3,4,9,95,9,4,0,47,0,4,0,74,7,4,5
91,2,4,0,24,4,4,9,110,4,4,5,87,0,4,7,140,4,4,5
58,2,4,0,134,2,4,9,17,13,4,0,7,1,4,7,140,7,4,5
83,13,4,0,103,5,4,9,117,13,4,1,64,0,4,7,113,15,4,5
58,2,4,0,50,7,4,9,80,15,1,9,38,13,4,0,27,14,4,5
43,2,4,0,61,4,4,9,55,7,4,0,64,0,4,7,105,15,4,5
100,14,4,0,56,4,4,9,60,4,4,5,102,0,4,7,77,14,4,1
43,2,4,0,61,4,4,9,68,7,4,2,21,6,4,7,113,14,4,5
100,14,4,0,79,1,4,9,60,4,4,5,47,1,4,0,105,7,4,7
43,2,4,0,89,14,4,9,139,7,4,2,46,3,4,7,111,15,4,1
31,11,4,0,78,4,4,9,127,4,4,5,23,4,4,0,49,8,4,5
100,7,4,0,78,4,4,9,60,4,4,5,47,0,4,0,140,8,4,5
67,14,4,0,90,4,4,9,8,9,4,5,64,0,4,7,105,15,4,2
1,4,4,0,92,4,4,9,68,7,4,0,21,2,4,7,12,8,4,5
85,13,4,0,61,4,4,9,133,2,4,5,26,11,4,0,3,14,4,5
72,4,4,0,78,4,4,9,106,7,4,0,26,11,4,7,27,14,4,5
38,11,4,0,134,2,4,9,16,9,4,8,58,0,4,1,34,8,4,5
55,7,4,0,78,4,4,9,136,4,4,5,21,2,4,7,74,7,4,5
31,13,4,0,35,3,4,9,117,8,4,5,130,0,4,7,11,14,4,5
76,13,4,0,115,0,4,9,137,7,4,0,64,0,4,0,13,15,4,5
0,13,4,0,78,4,4,9,85,13,4,0,7,1,4,0,41,7,4,5
94,4,4,0,35,4,4,9,31,13,4,0,64,0,4,7,74,8,4,5
39,2,4,0,78,4,4,9,44,4,4,5,45,8,4,7,27,7,4,5
110,9,4,0,79,1,4,9,117,13,4,5,71,6,4,7,75,7,4,5
100,7,4,0,15,0,4,9,136,4,4,5,45,3,4,7,10,4,4,5
95,9,4,0,119,1,4,9,133,2,4,5,47,3,4,7,105,7,4,1
100,7,4,0,35,3,4,9,60,4,4,5,127,4,4,1,85,15,4,5
22,13,4,0,78,4,4,9,1,4,4,5,45,3,4,7,140,8,4,5
29,4,0,5,22,3,4,9,127,5,4,0,26,11,4,7,74,7,4,1
127,9,4,0,78,4,4,9,39,2,4,5,26,11,4,0,74,7,4,7
22,13,0,6,119,9,4,9,39,2,4,5,64,0,4,7,12,7,4,5
22,13,0,6,27,4,4,9,117,8,4,5,106,9,4,0,75,7,4,5
22,13,4,0,0,4,4,9,29,4,4,5,102,3,4,7,3,15,4,5
20,9,4,5,115,0,4,9,0,8,4,0,64,0,4,7,27,7,4,5
0,13,4,0,58,0,4,9,138,7,4,5,106,4,4,0,74,9,4,5
83,13,4,0,61,4,4,9,37,7,4,0,122,0,4,0,3,14,4,5
72,4,4,0,35,3,4,9,124,8,4,2,64,0,4,0,3,14,4,5
38,11,4,0,35,3,4,9,136,4,4,5,106,9,4,0,74,7,4,5
49,7,4,0,109,4,4,9,67,13,4,0,46,1,4,7,75,7,4,5
87,9,4,0,35,3,4,9,139,7,4,5,73,15,4,7,27,7,4,5
0,8,4,0,57,0,4,9,58,0,4,0,26,11,4,7,13,15,4,5
58,3,4,0,61,4,4,9,137,8,4,5,106,9,4,0,113,14,4,1
85,7,4,0,25,4,4,9,72,4,4,0,46,3,4,7,113,6,4,5
22,13,4,0,15,0,4,9,139,13,4,5,26,11,4,0,74,7,4,5
22,13,4,0,43,0,4,9,68,7,4,2,71,6,4,7,75,7,4,1
100,7,4,0,35,3,4,9,117,13,4,5,71,8,4,7,101,8,4,5
91,0,4,0,61,4,4,9,79,4,4,5,106,4,4,1,3,4,4,5
85,7,4,0,43,6,4,9,29,4,4,5,26,11,4,0,74,7,4,5
98,13,4,0,17,5,4,9,117,12,4,5,47,3,4,0,105,15,4,2
85,4,4,0,57,16,4,9,127,5,4,5,47,3,4,7,3,14,4,5
19,2,4,6,61,4,4,9,63,7,4,0,106,9,4,7,86,14,4,5
28,2,4,0,61,4,4,9,49,7,4,0,26,11,4,0,41,7,4,1
53,1,4,0,79,1,4,9,12,8,4,5,45,3,4,7,13,15,4,5
22,13,4,0,57,0,4,9,28,4,4,0,12,8,4,0,140,8,4,5
22,13,4,0,119,1,4,9,27,7,4,5,87,0,4,7,74,8,4,5
32,13,4,0,97,4,5,9,5,8,4,5,64,0,4,7,49,7,4,5
134,13,4,0,132,0,4,9,110,4,4,5,106,9,4,0,69,14,4,5
32,13,4,0,54,6,4,9,68,7,4,5,47,3,4,0,74,7,4,5
133,2,4,0,35,3,4,9,5,4,4,0,122,1,4,8,75,7,4,5
19,2,4,0,61,4,4,9,58,0,4,0,64,0,4,7,74,7,4,5
133,2,4,0,27,7,4,9,106,9,4,0,26,11,4,0,140,8,4,5
92,4,4,0,25,4,4,9,106,9,4,0,121,0,4,7,88,7,4,5
100,7,4,0,15,0,4,9,23,4,4,0,64,0,4,7,74,7,4,5
58,2,4,0,24,4,4,9,133,0,4,5,47,3,4,0,3,15,4,1
58,2,4,0,22,3,4,9,39,2,4,5,73,9,4,5,62,14,4,1
72,4,4,0,61,4,4,9,30,14,4,0,47,3,4,7,41,7,4,5
91,0,4,0,15,0,4,9,123,5,4,5,26,11,4,0,105,7,4,7
120,8,4,0,109,4,4,9,20,9,4,0,45,3,4,7,66,7,4,5
22,13,4,0,90,0,4,9,51,4,4,5,64,0,4,7,27,7,4,5
32,13,4,0,35,3,4,9,133,2,4,5,130,3,4,7,88,7,4,5
91,2,4,0,135,14,4,9,95,9,4,8,124,8,4,0,3,14,4,1
91,2,4,0,35,3,4,9,109,7,4,7,133,2,4,1,3,14,4,5
43,2,4,0,54,4,4,9,55,4,4,5,71,6,4,7,88,15,4,5
94,8,4,0,35,3,4,9,117,8,4,5,45,8,4,7,10,4,4,5
94,7,4,0,25,4,4,9,133,2,4,5,64,0,4,7,88,15,4,5
0,14,4,0,15,0,4,9,139,7,4,5,47,3,4,7,75,15,4,5
43,2,4,0,90,0,4,9,39,2,4,5,47,0,4,0,62,14,4,5
120,2,4,0,35,4,4,9,64,0,4,8,127,4,4,0,140,7,4,5
0,2,4,0,97,4,5,9,110,4,4,5,70,0,4,1,3,15,4,5
93,2,4,0,22,3,4,9,29,4,4,5,26,11,4,0,111,15,4,5
0,2,4,0,15,0,4,9,133,2,4,5,106,9,4,0,41,7,4,5
85,13,4,0,79,1,4,9,95,9,4,8,45,3,4,7,12,8,4,5
100,7,4,0,15,0,4,9,23,4,4,0,64,0,4,7,13,15,4,5
76,12,4,0,57,0,4,9,100,7,4,5,46,1,4,7,75,7,4,5
31,13,4,0,35,3,4,9,68,7,4,0,64,0,4,7,3,14,4,5
15,8,4,0,115,0,4,9,29,4,4,5,122,3,4,7,105,7,4,2
100,7,4,5,57,0,4,9,29,4,4,5,26,11,4,7,85,7,4,5
22,13,4,0,119,0,4,9,17,13,4,0,106,9,4,0,12,8,4,5
55,7,4,0,57,0,4,9,1,4,4,5,64,0,4,7,41,7,4,5
38,11,4,0,35,3,4,9,50,7,4,0,26,11,4,7,75,7,4,5
0,13,4,0,15,0,4,9,8,9,4,5,45,3,4,7,86,14,4,5
0,8,4,0,135,14,4,9,72,4,4,5,127,4,4,1,3,14,4,5
28,11,4,0,78,4,4,9,72,4,4,5,106,9,4,0,105,7,4,2
0,2,4,0,92,3,4,9,8,9,4,5,102,1,4,7,75,7,4,5
22,13,4,0,35,3,4,9,2,4,4,0,71,2,4,7,74,7,4,5
19,2,4,6,34,4,4,9,68,7,4,6,37,7,4,7,66,8,4,5
15,8,4,0,61,4,4,9,117,13,4,5,106,9,4,0,3,14,4,5
22,13,4,0,72,4,4,9,68,7,4,0,47,0,4,0,104,15,4,5
22,13,4,0,109,4,4,9,74,7,4,0,47,0,4,7,104,7,4,5
93,4,4,0,70,1,4,9,37,4,4,5,64,0,4,7,88,15,4,5
93,2,4,0,15,0,4,9,100,7,4,5,72,4,4,0,55,7,4,5
37,4,4,5,15,0,4,9,39,2,4,5,34,4,4,7,60,4,4,5
93,2,4,0,79,1,4,9,51,4,4,0,133,2,4,1,86,14,4,5
100,7,4,0,0,4,4,9,16,9,4,5,53,1,4,0,3,14,4,5
112,7,4,5,56,9,4,9,2,4,4,5,45,3,4,0,3,14,4,5
22,13,4,0,61,4,4,9,100,7,4,5,7,1,4,7,74,7,4,5
22,13,4,0,35,3,4,9,49,7,4,0,122,3,4,7,88,15,4,5
31,13,4,0,35,3,4,9,60,4,4,5,45,3,4,7,27,7,4,5
127,4,4,0,79,1,4,9,50,7,4,1,26,11,4,0,34,14,4,5
22,13,4,0,35,3,4,9,110,4,4,5,133,2,4,0,3,14,4,5
50,7,4,0,129,0,4,9,133,2,4,5,71,2,4,7,88,7,4,5
91,2,4,0,109,4,4,9,136,4,4,5,37,7,4,0,27,7,4,5
31,13,4,0,35,3,4,9,50,7,4,5,45,8,4,0,108,15,4,1
22,13,4,0,25,4,4,9,117,8,4,5,63,4,4,0,74,7,4,1
101,13,4,0,70,0,4,9,30,4,4,5,64,0,4,7,74,7,4,5
37,8,4,0,57,0,4,9,29,4,4,5,26,11,4,0,111,15,4,7
127,9,4,6,54,4,4,9,44,4,4,5,106,9,4,0,62,14,4,5
31,13,4,0,78,4,4,9,51,4,4,5,26,11,4,0,105,7,4,2
31,11,4,0,115,0,4,9,82,7,4,2,64,0,4,7,10,4,4,5
127,9,4,0,115,0,4,9,136,4,4,5,45,3,4,7,62,14,4,5
31,13,4,0,78,4,4,9,37,7,4,0,133,2,4,1,3,14,4,5
127,9,4,0,25,4,4,9,60,4,4,5,26,11,4,0,74,7,4,5
31,11,4,0,35,3,4,9,17,13,4,0,7,1,4,7,27,14,4,1
58,0,4,5,119,0,4,9,68,7,4,1,26,11,4,0,88,7,4,5
67,13,4,0,15,0,4,9,117,8,4,5,106,9,4,0,86,14,4,5
127,9,4,6,90,4,4,9,95,9,4,0,26,3,4,0,75,7,4,5
127,4,4,0,109,4,4,9,136,4,4,5,18,7,4,7,75,7,4,5
120,8,4,0,57,0,4,9,66,8,4,5,71,2,4,0,41,7,4,7
53,0,4,0,61,4,4,9,16,9,4,6,47,3,4,0,88,15,4,5
22,13,4,0,79,13,4,9,60,4,4,5,47,0,4,0,105,7,4,2
22,13,4,0,35,3,4,9,5,8,4,0,106,9,4,0,86,14,4,5
0,8,4,0,132,9,4,9,37,7,4,0,64,0,4,7,138,7,4,5
22,13,4,0,57,0,4,9,29,4,4,5,122,3,4,7,3,14,4,5
